ulke_adi,il_adi,il_kodu,ilce_adi,ilce_kodu,okul_adi,okul_website,tip
Türkiye,Aydın,9,Çine,4,Altınova İlkokulu,http://cinealtinovailkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Çine,4,Fevzipaşa Sevim Kalkan İlkokulu,http://fpskilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Çine,4,Bahçearası İlkokulu,http://bahcearasiilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Fevzipaşa Akbudak İlkokulu,http://didimakbudakio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Didim Anadolu Lisesi,http://didimanadolulisesi.meb.k12.tr,Lise
Türkiye,Aydın,9,Didim,17,Didim Anaokulu,http://didimanaokulu.meb.k12.tr,Anaokulu
Türkiye,Aydın,9,Didim,17,Esra Karakaya Anadolu Lisesi,http://dekal.meb.k12.tr,Lise
Türkiye,Aydın,9,Didim,17,Halk Eğitim Merkezi,http://didimhem.meb.k12.tr,Halk Eğitim Merkezi
Türkiye,Aydın,9,Didim,17,Mesleki Eğitim Merkezi,http://didimmesem.meb.k12.tr,Meslek Lisesi
Türkiye,Aydın,9,Didim,17,Vilayetler Hizmet Birliği Anaokulu,http://vilayetler.meb.k12.tr,Anaokulu
Türkiye,Aydın,9,Didim,17,Atatürk İlkokulu,http://didimataturkio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Didim Selçuk Özsoy Ortaokulu,http://selcukozsoy.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Didim,17,Ak-yeniköy Şehit Soner Turan İlkokulu,http://akyenikoysehitsonerturanilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Ak-yeniköy Şehit Soner Turan Ortaokulu,http://akyenikoysonerturanortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Didim,17,Gazi Ortaokulu,http://didimgaziortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Didim,17,Gazi İlkokulu,http://didimgaziilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Cemal Ergenekon Ortaokulu,http://cemalergenekonortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Didim,17,Zeynep Mehmet Dönmez Mesleki Ve Teknik Anadolu Lisesi,http://zeynepmehmetdonmezotml.meb.k12.tr,Lise
Türkiye,Aydın,9,Didim,17,Cumhuriyet Ortaokulu,http://ortaokulcumhuriyet.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Didim,17,Cumhuriyet İlkokulu,http://ilkokulcumhuriyet.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Denizköy İlkokulu,http://denizkoyio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Didim Efeler Ortaokulu,http://didimefelerortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Didim,17,Didim Mesleki Ve Teknik Anadolu Lisesi,http://didimmtal.meb.k12.tr,Lise
Türkiye,Aydın,9,Didim,17,Akköy Ortaokulu,http://didimakkoyortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Didim,17,Akköy İlkokulu,http://didimakkoyilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Denizköy Ortaokulu,http://denizkoyoo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Didim,17,Valiler Ortaokulu,http://valilerortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Didim,17,Valiler İlkokulu,http://valilerilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Yalıköy Ortaokulu,http://didimyalikoyortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Didim,17,Arif Nihat Asya Ortaokulu,http://didimarifnihatasyaortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Didim,17,Arif Nihat Asya İlkokulu,http://didimarifnihatasyailkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Balat İlkokulu,http://balatilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Mahir Özgür Damar İlkokulu,http://mahirozgurdamarilko.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Akbük Nurullah Kocabıyık İlkokulu,http://akbuknurullahkocabykio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Yalıköy İlkokulu,http://didimyalikoyilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Didim,17,Didim Anadolu İmam Hatip Lisesi,http://didimaihl.meb.k12.tr,Meslek Lisesi
Türkiye,Aydın,9,Didim,17,Didim İmam Hatip Ortaokulu,http://didimimamhatipoo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Adnan Menderes Anadolu Lisesi,http://admal.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Armutlu İlkokulu,http://armutlu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Atatürk Özel Eğitim İlkokulu,http://ataturkozelegitimilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Avukat Cevat Aldemir Ortaokulu,http://acevataldemir.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Şehit Polis Nedip Cengiz Eker Mesleki Ve Teknik Anadolu Lisesi,http://spnedipcengizekermtal.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Aydın Atatürk Anadolu Lisesi,http://aydinatal.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Aydın Fen Lisesi,http://aydinfenlisesi.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Murat Hale Küçükoğlu Mesleki Ve Teknik Anadolu Lisesi,http://murathalemtal.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Aydın Lisesi,http://aydinlisesi.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Aydın Sosyal Bilimler Lisesi,http://aydinsbl.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Aydın Mesleki Ve Teknik Anadolu Lisesi,http://aydinteknikeml.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Baltaköy Hacı İbrahim Akdemir Ortaokulu,http://baltakoyoo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Cumhuriyet Anadolu Lisesi,http://aydincumhuriyetlisesi.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Dalama Çok Programlı Anadolu Lisesi,http://dalamacpal.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Efe Emir Ayşe Çetin Anaokulu,http://efeemiraysecetin.meb.k12.tr,Anaokulu
Türkiye,Aydın,9,Efeler,18,Efeler Anadolu Lisesi,http://eal.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Emel Mustafa Uşaklı Anadolu Lisesi,http://emual.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Fitnat Nihat Azizler İlkokulu,http://fitnatnihatazizlerilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Gazipaşa İlkokulu,http://aydingmk.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Gazipaşa Ortaokulu,http://aydingazipasa.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Hacı Celal Oto İlkokulu,http://hacicelalotoilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Hacı Celal Oto Ortaokulu,http://hacicelalotoortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Hacı Kadriye Arslan Rehberlik Ve Araştırma Merkezi,http://aydinram.meb.k12.tr,Araştırma Merkezi
Türkiye,Aydın,9,Efeler,18,Hacı Lütfiye Atay Ortaokulu,http://hlatay.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Halide Hatun İlkokulu,http://halidehatunio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Halk Eğitim Merkezi Ve Akşam Sanat Okulu,http://aydinhalkegitim.meb.k12.tr,Sanat Okulu
Türkiye,Aydın,9,Efeler,18,Aydın Anadolu İmam Hatip Lisesi,http://aaihl.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Kadıköy Ortaokulu,http://kadikoyortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Kardeşköy İlkokulu,http://kardeskoyilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Kardeşköy Ortaokulu,http://kardeskoyortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Mehmet Akif Ersoy İlkokulu,http://aydinmehmetakifersoyio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Mehmet Akif Ersoy Mesleki Ve Teknik Anadolu Lisesi,http://aydinmehmetakifersoylisesi.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Şehit Savcı Mehmet Selim Kiraz İmam Hatip Ortaokulu,http://ssmskiho.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Mesleki Eğitim Merkezi,http://aydinmem.meb.k12.tr,Meslek Lisesi
Türkiye,Aydın,9,Efeler,18,Mimar Sinan Mesleki Ve Teknik Anadolu Lisesi,http://aydinmsinaneml.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Mimar Sinan Anaokulu,http://aydinmimarsinanao.meb.k12.tr,Anaokulu
Türkiye,Aydın,9,Efeler,18,Süleyman Demirel Anadolu Lisesi,http://sdalaydin.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Ticaret Odası İlkokulu,http://aytoio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Umurlu Cavit Başlık Ortaokulu,http://umurlucavitbaslikoo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Umurlu Çok Programlı Anadolu Lisesi,http://umurlucpal.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Umurlu Ortaköy İlkokulu,http://umurluortakoyilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Yahya Kemal Beyatlı İlkokulu,http://aydinykbio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Yunus Emre İlkokulu,http://yunusemre09.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Aydın Yüksel Yalova Güzel Sanatlar Lisesi,http://aydingsl.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Zübeyde Hanım Anaokulu,http://zubeydehnm09.meb.k12.tr,Anaokulu
Türkiye,Aydın,9,Efeler,18,Zübeyde Hanım Mesleki Ve Teknik Anadolu Lisesi,http://aydinzubeydehanimktml.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Umurlu Emirdoğan İlkokulu,http://emirdoganio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Ilıcabaşı İlkokulu,http://ilicabasiilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Kadıköy İlkokulu,http://kadikoyio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Umurlu Terziler İlkokulu,http://umurluterzilerilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Umurlu Anadolu İmam Hatip Lisesi,http://umurluihl.meb.k12.tr,Meslek Lisesi
Türkiye,Aydın,9,Efeler,18,Gazipaşa Ortaokulu,http://756144.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Umurlu Eğrikavak Ortaokulu,http://egrikavakortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Dağeymiri İlkokulu,http://dageymiriilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Şehit Rıfat Tunçbilek Ortaokulu,http://srtuncbileko.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Çeştepe Atatürk Ortaokulu,http://cestepeataturkoo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Mustafa Kiriş Ortaokulu,http://mustafakirisortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,75.yıl Vali Muharrem Göktayoğlu Ortaokulu,http://75yilvalimuharremgoktayogluoo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Ovaeymiri İlkokulu,http://ovaeymirilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Yedieylül İlkokulu,http://yedieylul09.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Dalama İlkokulu,http://dalamailkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Dalama Ortaokulu,http://dalamaortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Zübeyde Hanım İlkokulu,http://aydinzubeydehanimilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Ekrem Çifçi İlkokulu,http://ekremcifciilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,İmam Hatip Ortaokulu,http://efeleriho.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Nahit Menteşe Ortaokulu,http://nmenteseortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Umurlu Eğrikavak İlkokulu,http://egrikavakilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Örsdemir Balkan Ortaokulu,http://orsdemirbalkanortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Örsdemir Balkan İlkokulu,http://orsdemirbalkanilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Efeler Ortaokulu,http://efelerortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Umurlu Kocagür İlkokulu,http://umurlukocagurilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Umurlu Kocagür Ortaokulu,http://umurlukocagurortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Işıklı Ortaokulu,http://aydinisikliortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Işıklı İlkokulu,http://aydinisikliio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Yılmazköy İlkokulu,http://yilmazkoyio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Doktor Fevzi Mürüvet Uğuroğlu Ortaokulu,http://drfevzi.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Ahmet Şerife Sanlı Ortaokulu,http://ahmetserifesanliortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Umurlu İmam Hatip Ortaokulu,http://umurluiho.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Yörük Ali Efe İlkokulu,http://yorukaliefeilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Cumhuriyet İlkokulu,http://aydincumhuriyetio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Tepecik İlkokulu,http://aydintepecikilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Tepecik Ortaokulu,http://aydintepecikortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Dalama Yeniköy Ortaokulu,http://dalamayenikoyortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Abdullah Gül Ortaokulu,http://abdullahguloo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Osmangazi Mesleki Ve Teknik Anadolu Lisesi,http://aydinticaretlisesi.meb.k12.tr,Lise
Türkiye,Aydın,9,Efeler,18,Zafer İlkokulu,http://aydinzaferio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Zafer Ortaokulu,http://aydinzaferoo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Umurlu Yukarı Kayacık İlkokulu,http://umurluyukarikayacikilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Umurlu Atatürk İlkokulu,http://umurluataturkilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,İmamköy İlkokulu,http://imamkoyilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Kızılcaköy Ortaokulu,http://kzlcakoyortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Mehmet Akif Ersoy Ortaokulu,http://aydinmehmetakifersoyoo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Umurlu Kuyucular İlkokulu,http://umurlukuyucularilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Ilıcabaşı Ortaokulu,http://ilicabasiortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Savrandere Hacı Ahmet Atay İlkokulu,http://savranderehacahmetatay.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Çeştepe İlkokulu,http://cestepeilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Güzelhisar İlkokulu,http://guzelhisarilkokulu09.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,İstiklal Anaokulu,http://aydinistiklalanaokulu.meb.k12.tr,Anaokulu
Türkiye,Aydın,9,Efeler,18,Konuklu İlkokulu,http://konukluio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Gölhisar İlkokulu,http://aydingolhisarilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Yeniköy Ortaokulu,http://yenikoyortaokulu09.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Umurlu Kuyucular İlkokulu,http://756176.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Umurlu Umurbey İlkokulu,http://umurbeyio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Atatürk Özel Eğitim Mesleki Eğitim Merkezi Okulu,http://ataturkozelegitimmem.meb.k12.tr,Meslek Lisesi
Türkiye,Aydın,9,Efeler,18,Öğretmenevi Ve Akşam Sanat Okulu,http://aydinogretmenevi.meb.k12.tr,Sanat Okulu
Türkiye,Aydın,9,Efeler,18,Yılmazköy Ortaokulu,http://yilmazkoyoo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Yunus Emre Anaokulu,http://aydinyea.meb.k12.tr,Anaokulu
Türkiye,Aydın,9,Efeler,18,Hacı Hüseyin Aslan Özel Eğitim İş Uygulama Merkezi Okulu,http://aydinhha.meb.k12.tr,Meslek Lisesi
Türkiye,Aydın,9,Efeler,18,Zübeyde Hanım Mesleki Ve Teknik Anadolu Lisesi,http://756096.meb.k12.tr,Meslek Lisesi
Türkiye,Aydın,9,Efeler,18,Osman Yozgatlı Ortaokulu,http://osmanyozgatlioo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Recep Tayyip Erdoğan İlkokulu,http://receptayyiperdogan-ilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Şahnalı İlkokulu,http://aydinsahnaliilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Atatürk Özel Eğitim Ortaokulu,http://ataturkozelegitimortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Unicef Türkiye Milli Komitesi Seyda Kayhan Anaokulu,http://seydakayhananaokulu.meb.k12.tr,Anaokulu
Türkiye,Aydın,9,Efeler,18,Aydın Özel Eğitim Uygulama Merkezi I. Kademe,http://aydinegitimuygulama.meb.k12.tr,Meslek Lisesi
Türkiye,Aydın,9,Efeler,18,Aydın Özel Eğitim Uygulama Merkezi Iı. Kademe,http://aydinegitimuygulama2.meb.k12.tr,Meslek Lisesi
Türkiye,Aydın,9,Efeler,18,Yeniköy İlkokulu,http://yenikoyilkokulu09.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Kızılcaköy İlkokulu,http://efelerkzlcakoyilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Dalama Yeniköy İlkokulu,http://dalamayenikoyilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Dalama Anaokulu,http://aydindalamaanaokulu.meb.k12.tr,Anaokulu
Türkiye,Aydın,9,Efeler,18,Baltaköy Hacı İbrahim Akdemir İlkokulu,http://756125.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Umurlu Fatih İlkokulu,http://756173.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Yılmazköy İlkokulu,http://yilmazkoyilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Efeler,18,Aydın Ticaret Borsası Bilim Ve Sanat Merkezi,http://aydintbbilsem.meb.k12.tr,Sanat Okulu
Türkiye,Aydın,9,Efeler,18,Recep Tayyip Erdoğan Ortaokulu,http://receptayyiperdogan-ortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Efeler,18,Atatürk Özel Eğitim Mesleki Eğitim Merkezi (okulu),http://aydinihl.meb.k12.tr,Meslek Lisesi
Türkiye,Aydın,9,Efeler,18,Şehit Orkun Alp Arslan Kız Anadolu İmam Hatip Lisesi,http://soakihl.meb.k12.tr,Meslek Lisesi
Türkiye,Aydın,9,Efeler,18,Şehit Polis Demet Sezen Anaokulu,http://sehitpolisdemetsezenanaokulu.meb.k12.tr,Anaokulu
Türkiye,Aydın,9,Germencik,5,Balatçık İlkokulu,http://balatcik.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Bozköy İlkokulu,http://bozkoyio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Çamköy İlkokulu,http://camkoyio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Çocuklar Gülsün Diye Anaokulu,http://germencikcgd.meb.k12.tr,Anaokulu
Türkiye,Aydın,9,Germencik,5,Dağyeni İlkokulu,http://dagyeni.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Gazi Mustafa Kemal Ortaokulu,http://germencikgmk.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Germencik,5,Germencik Anadolu Lisesi,http://gal09.meb.k12.tr,Lise
Türkiye,Aydın,9,Germencik,5,Germencik Çok Programlı Anadolu Lisesi,http://germencikcpal.meb.k12.tr,Lise
Türkiye,Aydın,9,Germencik,5,Halk Eğitim Merkezi,http://germencikhem.meb.k12.tr,Halk Eğitim Merkezi
Türkiye,Aydın,9,Germencik,5,Hıdırbeyli İlkokulu,http://hidirbeyliio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Himmet Çondur Cumhuriyet Ortaokulu,http://himmetcondur.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Germencik,5,Hürriyet İlkokulu,http://hurriyetilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Germencik Sabancı Öğretmenevi Ve Akşam Sanat Okulu,http://germencikoaso.meb.k12.tr,Sanat Okulu
Türkiye,Aydın,9,Germencik,5,Mesleki Eğitim Merkezi,http://germencikmesem.meb.k12.tr,Meslek Lisesi
Türkiye,Aydın,9,Germencik,5,Meşeli İlkokulu,http://germencikmeseli.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Bozköy Ortaokulu,http://bozkoyoo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Germencik,5,Çamköy Ortaokulu,http://camkoyoo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Germencik,5,Ortaklar 75. Yıl Cumhuriyet Ortaokulu,http://75yilcumhuriyet.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Germencik,5,Ortaklar Adabelen Ortaokulu,http://adabelen.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Germencik,5,Ortaklar Anadolu Öğretmen Lisesi,http://ortaklaraol.meb.k12.tr,Lise
Türkiye,Aydın,9,Germencik,5,Ortaklar Atatürk İlkokulu,http://ortaklarataturk.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Ortaklar Kurtuluş İlkokulu,http://ortaklarkurtulus.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Ortaklar Anadolu Lisesi,http://ortaklaranadolulisesi.meb.k12.tr,Lise
Türkiye,Aydın,9,Germencik,5,Ortaklar Mehmet Hüseyin Öncel  İlkokulu,http://mhoncel.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Ortaklar Orhan Delgen İmam Hatip Ortaokulu,http://odiho.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Germencik,5,Ömerbeyli İlkokulu,http://omerbeyli.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Reisköy İlkokulu,http://reiskoyio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Turanlar Ortaokulu,http://turanlaroo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Germencik,5,Şehit Cafer İlkokulu,http://sehitcaferilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Şehit Cafer Ortaokulu,http://sehitcaferortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Germencik,5,Turanlar İlkokulu,http://turanlario.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Yedieylül İlkokulu,http://germencikyedieylul.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Ortaklar Fen Lisesi,http://ofl.meb.k12.tr,Meslek Lisesi
Türkiye,Aydın,9,Germencik,5,Çarıklar İlkokulu,http://germencikcariklar.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Germencik İmam Hatip Ortaokulu,http://germencikiho.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Germencik,5,Ortaklar Fatih Anaokulu,http://ortaklarfatihanaokulu.meb.k12.tr,Anaokulu
Türkiye,Aydın,9,Germencik,5,Selatin İlkokulu,http://selatinio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Neşetiye İlkokulu,http://nesetiyeilkokulu.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Neşetiye Ortaokulu,http://nesetiyeortaokulu.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Germencik,5,Mursallı Sabahat Oğuz Ortaokulu,http://mursallisabahatoguzoo.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Germencik,5,Şehit Mehmet İlkokulu,http://msmio.meb.k12.tr,İlkokul
Türkiye,Aydın,9,Germencik,5,Murat İrem Delgen Ortaokulu,http://mido.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,Germencik,5,Çamköy Ortaokulu,http://720389.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,İncirliova,6,Acarlar 60.yıl Ortaokulu,http://acarlar60.meb.k12.tr,Ortaokul
Türkiye,Aydın,9,İncirliova,6,Acarlar Anaokulu,http://acarlaranaokulu.meb.k12.tr,Anaokulu
Türkiye,Aydın,9,İncirliova,6,Acarlar Mesleki Ve Teknik Anadolu Lisesi,http://acarlarcpl.meb.k12.tr,Lise
Türkiye,Aydın,9,İncirliova,6,Acarlar Fatih Sultan Mehmet İlkokulu,http://acarlarfsm.meb.k12.tr,İlkokul
